"description","id","user_id","district_id","advertiser_type","params.furniture","params.price1","params.price2","params.builttype","params.m","params.rooms","params.rent","external_id","last_refresh","wolna"
"Kawalerka ma powierzchnię ok. 34 m2. Do mieszkania należy pokój, osobna kuchnia, przedpokój i łazienka. Kuchnia i łazienka są w pełni wyposażone (lodówka, kuchenka z piekarnikiem, pralka, meble etc.). W przedpokoju znajduje się szafa typu Comandor. Pokój jest częściowo umeblowany (rozkładana kanapa, szafka, komoda), jest ustawny oraz posiada wnękę która stwarza więcej możliwości aranżacji. Mieszkanie, ze względu na układ, idealnie nadaje się zarówno dla jednej osoby jak i dla pary (zdjęcia pokazują pokój nieumeblowany oraz częściowo umeblowany). Ogrzewanie centralne.
Kawalerka położona jest na poznańskim Łazarzu i posiada doskonałe połączenia komunikacyjne z resztą miasta. Dla osób zmotoryzowanych - jest parking dostępny dla lokatorów na dziedzińcu. W pobliżu mieszkania jest Lidl, Netto, Rynek Łazarski oraz wiele mniejszych sklepów, kawiarni i restauracji. Niedaleko znajduje się Park Kasprowicza.
Koszt najmu: 1.200 zł + 300 zł (czynsz, ogrzewanie i woda są zawarte w czynszu) + prąd i gaz wg. zużycia. Kaucja wynosi 1.500 zł.
Mieszkanie jest do wynajęcia od 1 kwietnia.
Proszę o kontakt telefoniczny. Zapraszam!",590489774,22732331,703,"private","yes","price",1200,"blok",34,"one",300,NA,2020-03-06 14:01:38,FALSE
"Bezpośrednio! Osiedle Przylesie Marcelin na ul. Jeleniogórskiej 1/3 , wolna od 01.04.2020r.
Do wynajęcia nowoczesne w pęłni urządzona kawalerka.
Lokalizacja: Grunwald - w pobliżu Lasku Marcelińskiego.  
Przystanek tramwajowy linii 1,6,13, 15 - w odległości 3 min. 

Mieszkanie na 2-gim piętrze w 3-piętrowym bloku z windą. Blok oddany do użytkowania w 2009 roku.

Powierzchnia mieszkania 36m2.
salon z aneksem kuchennym 27m,
łazienka 4,9m,
hol 3,5m
taras 8,22m.

Kuchnia wyposażona w sprzęt AGD ( piekarnik, płyta ceramiczna, zmywarka, lodówka). 
Salon wyposażony w TV,  stół, krzesła , ławę oraz narożnik.
W przedpokoju duża szafa w zabudowie. Łazienka z pralką oraz wanną z hydromasażem.

Opłaty :
1580 zł – czynsz dla właściciela. 
300 zł – czynsz administracyjny z wliczonymi zaliczkami za zimna i ciepłą wodę oraz ogrzewanie (do rozliczenia wg zużycia na koniec okresu rozliczeniowego ok. lutego lub przy rozwiązaniu umowy najmu).
Dodatkowo – co 2 miesiące – oplata za energie elektryczna wg rachunku z ENEA.
Kaucja : 2.000 zł
Osiedle jest zamknięte, dużo zieleni, plac zabaw, oczko wodne.",590494891,6723401,323,"private","yes","price",1580,"blok",36,"one",320,NA,2020-03-06 14:16:45,TRUE
"Polecam na wynajem kompaktową  kawalerkę zlokalizowaną w centrum Poznania, przy ul. Wawrzyniaka, niespełna 200 metrów od Rynku Jeżyckiego. Mieszkanie po kapitalnym remoncie w 2016r.[ zdjęcia aktualne] , znajduje się na drugim  piętrze odnowionej kamienicy.Na 35 metrową powierzchnie składa się: przestronny pokój dzienny, aneks kuchenny, łazienka z WC oraz korytarz. Doskonała lokalizacja, dookoła pełna infrastruktura komunikacyjna, sklepy, szkoły, kawiarnie, restauracje. Całkowity koszt: czynsz najmu 1199zł+ zaliczka woda/śmieci 90zł/os. + prąd i gaz. Wymagana jednomiesięczna kaucja 1200zł. Oferta jest skierowana także do studentów. Zapraszam na prezentację. Okres wynajmu co najmniej 12 miesięcy. Lokal częściowo umeblowany - do własnej aranżacji. 

""Powyższy opis ma charakter informacyjny i nie stanowi oferty w rozumieniu przepisów kodeksu cywilnego""",590511453,21117567,325,"business","no","price",1199,"kamienica",35,"one",NA,60281240,2020-03-06 15:22:47,FALSE
"CENA AKTUALNA TYLKO DO KOŃCA MIESIĄCA !!!
Polecam na wynajem przestronną  kawalerkę w południowej części Poznania, na Górczynie  przy ul. Głogowskiej 175 [ niski blok 2p. ]. Mieszkanie o powierzchni 39,2mkw składające się z kuchni z jadalnią , pokoju dziennego, łazienki , WC, korytarza oraz przynależnej piwnicy. Oferta przeznaczona jest maksymalnie dla 2 osób bez zwierząt. Mieszkanie dostępne od zaraz. Wymagana 1 miesięczna pełna kaucja. Opłaty administracyjne to 339ł+ prąd i gaz. Zapraszam na prezentację. Minimalny okres najmu 12 miesięcy.  

""Powyższy opis ma charakter informacyjny i nie stanowi oferty w rozumieniu przepisów kodeksu cywilnego""",590512041,21117567,697,"business","yes","price",1299,"blok",39,"one",NA,60282135,2020-03-06 15:31:37,FALSE
"Mam do wynajęcia klimatyczną kawalerkę w centrum Poznania, naprzeciwko AWF, 10 min spacerkiem od Starego Browaru. Mieszkanie znajduje się na 1 piętrze, jest świeżo odmalowane i przytulne. Kawalerka jest wyposażona w pralkę, lodówkę i płytę grzewczą. 
Okna od kawalerki znajdują się od strony zielonego dziedzińca kamienicy, dzięki czemu w mieszkaniu jest cicho i spokojnie. Mieszkanie jest świetnie usytuowane, blisko do przystanku tramwajowego i autobusowego, zielonych skwerów, Starego Rynku, oraz zielonych terenów Warty. Możliwość wynajęcie dla 2 osób, par. 

Serdecznie polecam, zapraszam do oglądania.

Kawalerka jest dostępna od zaraz

Rozliczenie na 1 osobę:
Najem: 1250 zł 
Woda: 56,76 zł
Śmieci: 30 zł
Ogrzewanie: 99,09 zł
Domofon: 5,00 zł
Prąd: płatny wg zużycia co 2 miesiące
Suma: ok. 1440  zł
Suma 2 osoby: ok. 1530 zł

Kaucja w wysokości jednomiesięcznego czynszu wraz z opłatami, płatna przy podpisaniu umowy.",590520613,20896697,327,"business","yes","price",1250,"kamienica",20.58,"one",1,NA,2020-03-06 16:18:37,FALSE
"BEZPOŚREDNIO.
Polecam do wynajmu piękną kawalerkę na Piątkowie. Trzecie piętro, 32 m2. Super lokalizacja do PST 10 min. pieszo, 150m do Żurawińca i pętli autobusowej linii 169. Budynek w którym znajduje się kawalerka jest ogrodzony przynależy do niego parking (brama otwierana na pilota). Mieszkanie po remoncie, bardzo przytulne w pełni urządzone i wyposażone (pralka, lodówka, płyta grzewcza) trzy duże szafy w tym dwie zabudowane. Balkon z widokiem na Żurawiniec.
KOSZTY NAJMU-1200 zł+opłaty 450zł.
KAUCJA-1500zł.
Kontakt Irena Tel. (użyj formularza kontaktowego)

Treść niniejszego ogłoszenia nie stanowi oferty handlowej w rozumieniu Kodeksu Cywilnego.",590532580,21117567,709,"private","yes","price",1200,"blok",32,"one",NA,60303368,2020-03-06 17:12:56,FALSE
"Polecamy do wynajmu nową kawalerkę 32m2 położoną na Wilczaku. 

Mieszkanie położone w niskim bloku. 

Lokal wolny od kwietnia 2020 roku. 

Cena 1350zł plus czynsz administracyjny 360 zł.  możliwość wynajęcia miejsca postojowego za dodatkową opłatą 150zł. 

Wymagana kaucja 2000 zł. 

Powyższy opis ma charakter informacyjny i nie stanowi oferty w rozumieniu KC

Kontakt: Biuro Nieruchomości Beata tel. 500-164-145",590540682,6116715,727,"business","yes","price",1350,"blok",44,"one",360,NA,2020-03-06 17:58:02,FALSE
"Do wynajęcia kawalerka na Naramowicach, ul. Bratumiły 2. Mieszkanie na parterze, z balkonem, okna zabezpieczone żaluzjami antywłamaniowymi. Kawalerka o powierzchni 30m2, skrytka lokatorska ok 8m2. Do mieszkania przynależy miejsce parkingowe na ogrodzonym (brama na pilota) placu parkingowym. Wyposażona kuchnia: zmywarka, płyta +piekarnik, kuchenka mikrofalowa, ekspres do kawy. Łazienka wyposażona (wanna i pralka). W korytarzu pojemne szafy - jedna typu garderoba i druga klasyczna. Dostępne od zaraz.
Czynsz najmu: 1400 pln
Kaucja zwrotna 2000 pln
Opłaty: ogrzewanie + ciepła woda z cieplika miejskiego – rozliczanie miesięcznie, woda zimna + ścieki, śmieci i opłaty administracyjne ok 255  zł/m-c za jedną osobę.
Prąd - wg zużyć licznikowych na podstawie faktur raz na 2 miesiące.",590541537,579861571,705,"private","yes","price",1400,"blok",38,"one",255,NA,2020-03-06 18:02:12,FALSE
"Wynajmę kawalerkę położoną na Podolanach o powierzchni 34 m2 (dostępna od 09-03-2020).

Mieszkanie jest przestronne, zadbane, umeblowane, składa się z dużego pokoju ,kuchni ,łazienki, przedpokoju i balkonu.
Do dyspozycji: lodówka, pralka, mikrofala

Przystanek autobusowy linia 83,

Opłata najmu 1200 PLN + czynsz do Administracji w wysokości ok 290 PLN  dodatkowa opłata za  prąd. Umowa wynajmu.

Zapraszam na prezentację",590570653,44585237,711,"private","yes","price",1200,"apartamentowiec",34,"one",290,NA,2020-03-06 20:02:20,FALSE
"Wynajmę umeblowaną kawalerkę z balkonem, 32m2.",590640023,56585067,709,"private","yes","arranged",1200,"blok",32,"one",320,NA,2020-03-07 11:23:00,FALSE
"Do wynajęcia kawalerka na Smolnej, w trzecim etapie osiedla. Do mieszkania przynależy ogródek z tarasem (20m), świetne usytuowanie - z widokiem na zieleń. 
Na wyposażeniu: TV, kanapa, stolik kawowy, piękny stół z krzesłami, pojemna szafa wnękowa w przedpokoju, piekarnik, lodówka, pralka, elementy dekoracyjne.

Mieszkanie dostępne od kwietnia.
Możliwość prezentacji: koniec marca. 
Czynsz administracyjny (w tym zaliczka na wode i ogrzewanie): 314zł",590659130,45119217,727,"private","yes","price",1750,"apartamentowiec",33.5,"one",314,NA,2020-03-07 12:51:00,FALSE
"Mieszkanie dla pracowników. Centrum Poznania, ul. Przemysłowa 51,  Dworzec PKP - 10 min, Tramwaj 9/2/10 - 5-10min, 33m2, 4 jednoosobowych łózka, pralka, lodówka w pełni umeblowany i gotowy do zamieszkania. Zapraszam do kontaktu. Bardzo chętnie odpowiem na wszystkie pytania. 
Pozdrawiam Roman Bidak",590662671,29345489,331,"private","yes","price",489,"kamienica",33,"one",11,NA,2020-03-07 13:05:32,FALSE
"Kawalerka przy ul. Czeremchowej po kapitalnym remoncie, wszystkie meble, sprzęt AGD, sanitariaty są nowe. Dostęp do RTV i internetu.
Do mieszkania należy korytarzyk o pow.7 m2, idealne miejsce na obuwie, odzież wierzchnią itp. W oknie żaluzje zewnętrzne.
Mieszkanie jest bardzo ciepłe i przytulne.
Właściciele zwierząt oraz osoby palące wykluczeni.
Zależy mi na osobie odpowiedzialnej i  dbającej o powierzone mienie.",590676249,8572571,695,"private","yes","price",1200,"blok",25,"one",300,NA,2020-03-07 14:05:09,FALSE
"Oferta bezpośrednia od właściciela. 
Jasna, przestronna kawalerka do wynajęcia na Piątkowie. Kawalerka położona na 1 piętrze w nowym bloku na osiedlu Bolesława Chrobrego. Mieszkanie ciche, w śrdoku osiedla, okna wychodzące na park. Dużo miejsc parkingowych wokół bloku. Obok Biedronka i Lidl. Parę minut do Pestki, obok również przystanek autobusowy. 
Powierzchnia mieszkania 36,5 metra. Duża łazienka z wanną, duża szafa wnękowa. Wyposażona w niezbędne sprzęty: płyta z piekarnikiem, lodówka, odkurzacz, pralka. 
Idealna dla jednej osoby lub pary. 
Czynsz miesięczny 1300 zł + czynsz administracyjny 370 zł. Dodatkowo płatny prąd co dwa miesiące. 
Kaucja zwrotna w wysokości 2000 zł.",590689557,911413,709,"private","yes","price",1300,"blok",37,"one",370,NA,2020-03-07 15:03:07,FALSE
"Osiedle Pod Lipami to jedno z najpopularniejszych osiedli w tej części Poznania (Winogrady).
Mieszkanko do którego zapraszam mieści się w bloku nr na parterze.

KOMUNIKACJA/LOKALIZACJA

Najbliższy sklep spożywczy wychodząc z budynku, mieści się po prawej stronie  w odległości ok. 50 m.
Tak, dosłownie tak blisko.
Wychodząc w przeciwnym kierunku możemy udać się na lokalny ryneczek, ok 350 m.
Najbliższy przystanek autobusowy  (linie 169 kierunek os. Kopernika,174 kierunek Os.Orła Białego, 182 kier. Górczyn zlokalizowany jest w odległości 300 m.
Kolejny przystanek autobusowy (linie 174 kierunek Os. Łokietka), 190 kierunek AWF, 234 NOCNY DO CENTRUM) 350m.
Najbliższy przystanek tramwajowy do centrum linii 4 i 10 to 4 minuty spacerkiem i 300 metrów odległości.
Castorama 450 metrów.
Biedronka 550m, bankomat.
Olbrzymi rekreacyjny park Cytadela dla miłośników biegania czy spacerów to jedyne 900 m.
Do centrum miasta komunikacją miejską ok 16 minut.

Chcesz zamieszkać na rok, a może i dłużej. Na pewno się porozumiemy.

WYPOSAŻENIE:
Kuchnia- naczynia, szcztućce, lodówka, piekarnik, stolik, dwa taborety.
Pokój - duża szafa na rzeczy, stół + 4 krzesła, szafka TV, ( wersalka - nie ma na zdjęciu, będzie kupiona nowa)
Łazienka:
- wanna, pralka.

Do mieszkania przynależna jest piwnica.

+ OPŁATY:
- czynsz (w tym woda i ogrzewanie) 360 zł (przy 2 osobach)
- prąd
- gaz
- internet (35zł)

Mieszkanie jest zadbane jak widać na zdjęciach.
WOLNA od  KWIETNIA.
WYNAJEM BEZPOŚREDNI.",590707179,4829915,727,"private","yes","price",1250,"blok",28,"one",360,NA,2020-03-07 16:22:02,TRUE
"Nowe nowoczesne 2020 mieszkanie 2-pokojowe w pełni umeblowane zlokalizowane na zamkniętym Osiedlu Przylesie Marcelin (ul. Jeleniogórska 1/3).
Salon: Smart TV 43cale, narożnik z funkcją spania (z pojemnikami), stolik kawowy, stół, krzesła, okrągły stół, szafka pod tv, duża nowoczena szafa pod sufit, półki wiszące, regał, lampa podłogowa, lustro.
Kuchnia: zmywarka, płyta indukcyjna, lodówka, piekarnik, meble zabudowane pod sufit.
Sypialnia: łóżko 140x200 z funkacją otwierania (dodatkowe miejsce do przechowywania), szafa, półki, pojemniki do przechowywania.
Łazienka: umywalka z szafką, szafka słupek, wc, pralka, prysznic, lustro, półki.
Balkon
! Miejsce postojowe w cenie !
Atrakcyjna lokalizacja:
Zamkniete osiedle, wjazd pilotem
ładna zadbana okolica, blisko sklep spożyczny i otwiera sie piekania!
bardzo blisko do Lasku Marcelińskiego
szybki dojazd zarówno do Centrum miasta jak i poza miasto w kierunku węzła autostrady A2
Przystanek tramwajowy 3 minuty (linie tramwajowe: 1, 6, 13, 15)
Koszt: opłata za wynajem 1800 PLN + czynsz administracyjny 250-300 PLN + prąd + internet.
Mieszkanie dostępne od zaraz.",590709818,580498474,699,"private","yes","price",1800,"blok",33,"one",250,NA,2020-03-07 16:33:21,FALSE
"Polecam do wynajęcia dużą, przytulną kawalerkę o powierzchni 36,5m2- 1 pokój z osobną kuchnią i łazienką. Mieszanie jest bardzo ciepłe, w pełni wyposażone i umeblowane w wysokim standardzie (w kuchni zmywarka, piekarnik, płyta, lodówka, w łazience pralka). Miejsce postojowe przed domem na zamkniętym podwórku- brama na pilota.
Mieszkanie znajduje się na 4 piętrze.

Koszt wynajęcia 1600zł+ czynsz  (przy 2 osobach około 315zł)+ prąd płatny co 2 miesiące wg zużycia- zazwyczaj 120-150zl. Zaliczki na ogrzewanie i wodę wliczone w czynsz.

Wolne od 20.03.2020

Doskonała lokalizacja- mieszkanie znajduje się na ulicy 28 Czerwca 1956r, przy skrzyżowaniu z Pamiątkową. Zaraz przy budynku przystanek tramwajowy 2, 9, 10 oraz autobusowy 171. Dojazd do Starego Browaru zajmuje 6 min.

Oferta bezpośrednia. Wynajem okazjonalny (koszt u notariusza ok 200zł). Wymagane OC najemcy.
Kaucja- 2000zł.

Powyższy opis ma charakter informacyjny i nie stanowi oferty w rozumieniu przepisów Kodeksu Cywilnego.

Kontakt telefoniczny w godz 9-19.",590713382,8332965,331,"private","yes","price",1500,"blok",37,"one",315,NA,2020-03-07 16:49:38,FALSE
"Wynajmę kawalerkę o powierzchni 32 m2 w bloku przy ulicy Wilczak. Budynek z 2019 roku z windą znajduje się na strzeżonym osiedlu.
Mieszkanie położone na 4 piętrze o wysokim standardzie wykończenia. Pokój dzienny ma wyjście na przestronny balkon. Aneks kuchenny posiada dużo szafek oraz sprzęt AGD ze zmywarką. Łazienka przestronna wyposażona w pralkę. Wszystkie sprzęty i meble nowe, ogrzewanie miejskie. Do mieszkania przynależy miejsce postojowe w garażu podziemnym (dodatkowo płatne 150 zł miesięcznie). Kaucja 2000 zł.",590724216,430855821,727,"private","yes","price",1450,"blok",32,"one",350,NA,2020-03-07 17:39:08,FALSE
"Wynajmę kawalerkę 25,50 m2 w centrum Poznania przy Starym Browarze. Mieszkanie po kapitalnym remoncie, umeblowane z balkonem i widokiem na Starym Browar. Więcej informacji pod nr tel. (użyj formularza kontaktowego).",590729378,21117567,327,"private","yes","price",1200,"blok",25.5,"one",NA,60305663,2020-03-07 18:02:05,FALSE
"Oferuję do wynajęcia (bezpośrednio) mieszkanie w kamienicy z lat 50-tych na ul. Chociszewskiego w Poznaniu (dzielnica Łazarz). Okoliczne kamienice zamieszkane są głównie przez osoby pracujące, oraz rodziny. Okolica jest bardzo spokojna i doskonale skomunikowana, co w połączeniu z bardzo niskimi opłatami eksploatacyjnymi (gaz ok 50 zł mc, energia ok 40 zł mc), oferowany standard najmu pozwala uznać moją ofertę za wyjątkowo atrakcyjną!

Mieszkanie jest po gruntownym remoncie i znajduje się na III piętrze w 4-ro kondygnacyjnej kamienicy.
Znajduje się od południowej strony i jest oddalone od sąsiadującego budynku o ok 50 metrów. Dzięki temu zachowuje prywatność i komfort mieszkania bez konieczności zasłaniania zasłon w oknach.
Jest bardzo ciche i bardzo dobrze doświetlone. Składa się z 3 pomieszczeń oraz korytarza o wymiarach: Kuchnia 8m2, Łazienka 4m2, Pokój 25 m2 (wysokość pomieszczeń to 2,3 m)

Kamienica, w której znajduje się mieszkanie jest po gruntownej rewitalizacji. Odnowiono elewację od strony ulicy, podwórza oraz klatki schodowe i dach.  Cały budynek jest ocieplony. Z 3 stron do mieszkania przylegają inne zamieszkałe mieszkania. Ogrzewanie jest gazowe dwufunkcyjnym piecem marki BERETTA.

Grzejniki znajdują się w kuchni, w łazience oraz w pokoju. W łazience znajduje się dodatkowo grzejnik elektryczny, zamontowany na ścianie bocznej. Dzięki temu mieszkanie szybko się nagrzewa i długo utrzymuje ciepło. W mieszkaniu i na klatce schodowej w kamienicy znajdują się okna plastikowe.

W bramie kamienicy oraz na każdej klatce schodowej został zainstalowany monitoring. Zdecydowanie zwiększa to bezpieczeństwo wszystkich mieszkańców oraz zapewnia wyższy komfort mieszkania. W bramie wejściowej znajduje się również domofon.
Na klatce schodowej mieszkańcy zostawiają rowery oraz wózki dla dzieci.

Do kamienicy przylega podwórko zajmujące ok 600 m2, które jest dostępne dla wszystkich mieszkańców. Jest ono z każdej strony ogrodzone płotem z cegieł, wzdłuż którego zasadzono krzewy iglaste. Na podwórku znajduje się trawnik, piaskownica dla dzieci, kilka wysokich, kilkunastometrowych drzew, które w sezonie letnim ubogacają okolicę zielenią i dają cień na podwórku.

Do mieszkania prowadzą podwójne drzwi wejściowe. Nad nimi w korytarzu oraz nad wejściem do pokoju znajdują się dwa obszerne pawlacze. W korytarzu znajduje się również zestaw pojemnych szafek na środki czystości lub artykuły najczęstszego użytku.

Do mieszkania przynależy piwnica 6 m2, która jest również do Państwa dyspozycji.
Kuchnia jest umeblowana i wyposażona w kuchenkę gazową z piekarnikiem i pralkę.
W łazience znajduje się umywalka, toaleta oraz wanna, która dzięki rozkładanej osłonie może być również wykorzystywana, jako kabina prysznicowa. Na ścianie w łazience zawieszony jest piec.
W pokoju znajduje się bardzo obszerna, trzydrzwiowa szafa typu komandor z półkami do poukładania rzeczy oraz powieszenia ubrań.

Mieszkanie jest DOSKONALE SKOMUNIKOWANE!
Wymienione poniżej obiekty, znajdują się w następujących odległościach:
- 6 min i 2,3 km do Dworca Głównego PKP
- 10 min i 7,7 km do Autostrady A2
- 10 min i 5,3 km do Portu Lotniczego Poznań Ławica
- 15 min i 5,5 km do Starego Rynku
-50 metrów do Parku Kasprowicza, który zajmuje obszar ponad 9 hektarów (ulica przylega do parku Kasprowicza)
- 10 minut pieszo, 800 metrów do Hali Widowiskowo-Sportowej „Arena”, korty tenisowe, do squosha, pływalnia letnia
- 8 min i 650 metrów znajduje się Pływalnia Kryta OLIMPIA
- 12 minut pieszo, 900 metrów do Centrum Handlowego CITIPARK Poznań
- W sąsiednim budynku znajduje się sklep ŻABKA otwarty w godzinach 6:00 – 23:00.
- W odległości ok 800 m znajduje się sklep całodobowy LEWIATAN
- 900 m, 11 minut na pieszo znajduje się Górczyńskie centrum Handlowe LECLERC
- Po drugiej stronie ul. Reymonta, na wysokości ul. Chociszewskiego (20 metrów od budynku) znajduje się Stacja Paliw LOTOS, czynna całą dobę
- Na ulicy Chociszewskiego nie obowiązuje strefa parkowania a auto można zostawić bezpośrednio pod kamienicą.
- 30 metrów od budynku, wzdłuż ulicy Reymonta znajduje się parking strzeżony, czynny całą dobę. Przy wykupieniu miejsca parkingowego na 1 miesiac, opłata za dobę wynosi tylko 4 pln! 
- 290 metrów i 4 min pieszo znajduje się Szkoła Podstawowa nr 90 im. Hr. W. Zamoyskiego
- 130 metrów i 2 min pieszo znajduje się Przedszkole nr 32
- 1,1 km i 14 minut pieszo znajduje się Zespół Gimnazjalno-Licealnych
- 500 metrów, 5 min na pieszo znajduje się Apteka, Poczta oraz Przychodnia Zdrowia
- Line tramwajowe: 1, 27,
- Linie autobusowe: 93, 79, 64, 82
- 1 przystanek tramwajami 1,27 lub 800 metrów (10 minut na pieszo) do ul. Głogowskiej, gdzie kursują tramwaje 3,5,8,11,14.

Koszty najmu mieszkania przedstawiają się następująco:

1.       Miesięczny czynsz najmu 1 200 pln

2.       Opłata administracyjna do wspólnoty mieszkaniowej 180 pln (w cenie znajdują się zaliczki za wodę oraz opłata za wywóz śmieci)

3.       Opłaty za gaz i energię elektryczną zgodnie ze zużyciem. Średniomiesięczne wysokości opłat za gaz i energię elektryczną wynosiły dotychczas: gaz ok 50 pln, miesięcznie, energia elektryczna ok 40 pln miesięcznie (1 osoba)

4.       Kaucja zwrotna 1 200 pln

Mieszkanie jest gotowe do wynajęcia od 15.03.2020 r

Zapraszam do obejrzenia mieszkania po wcześniejszym umówieniu się 14 marca o 15:00.
Telefon (użyj formularza kontaktowego).",590729489,21117567,703,"private","yes","price",1200,"kamienica",40,"one",NA,42915723,2020-03-07 17:57:08,FALSE
"Witam

Posiadam do wynajęcia kawalerkę 30m2 + balkon.
Lokalizacja:
Grunwald południe, Ul. Arciszewskiego/Palacza

Pomieszczenia umeblowane:
- Pokój - bardzo duża szafa typu Komandor, łóżko 2os, stolik
- Kuchnia - kuchenka gazowa z piekarnikiem elektrycznym, pochłaniacz, lodówka
- Łazienka - wanna, pralka, toaleta , umywalka

Dodatkowe wyposażenie mieszkania:
- Żelazko
- Pralka
- Suszarka składana
- Toster
- Sztućce, talerze, garnki, kubki

Wygodny balkon
Do mieszkania przynależy piwnica ok 4m2

Blisko Lidl, Żabka, Lewiatan, Górczyńskie Centrum Handlowe, bankomat

Linie autobusowe (Palacza, 5 min pieszo): 164, 179, 182, 193
Linie tramwajowe (Krauthofera, 8 min pieszo): 3, 5, 8, 14
Linie autobusowe nocne (Krauthofera, 8 min pieszo): 249, 252

Koszty:
1250 PLN + czynsz (ok. 360-440 PLN w zależności od ilości osób) + prąd + gaz
Możliwość podłączenia internetu i kablówki.

Kaucja 1500 PLN

Wynajem możliwy od zaraz

Zapraszam do kontaktu",590736277,4423157,323,"private","yes","price",1250,"blok",30,"one",380,NA,2020-03-07 18:38:05,FALSE
"Polecam Państwa uwadze przytulne mieszkanie w Centrum Poznania 2min od tramwaju.

Bliskość Areny, Parku Wilsona, sklepy restauracje i komunikacja miejska.
Bardzo duży balkon i okna od dziedzińca z dala od zgiełku ulicy.
Kawalerka posiada wyposażony aneks kuchenny, rozkładaną sofę, łazienkę z pralką, regał,szafę,stół i krzesła.
W aneksie jest lodówka, płyta 2-palnikowa elektryczna.
Eleganckie klatki schodowe, teren zielony na dziedzińcu oraz winda z poziomu ""0"".

Koszt eksploatacji - około 350/m-c dodatkowo prąd i internet.

WOLNE od 21 marca 2020.

Polecam i zapraszam - również w weekend.",590744400,347718862,703,"business","yes","price",1400,"apartamentowiec",28.41,"one",350,NA,2020-03-07 19:25:54,FALSE
"Wynajmę od zaraz przytulną kawalerkę na Ogrodach.
Mieszkanie mieści się na pierwszym piętrze czteropiętrowego, ocieplonego bloku. Osiedle kameralne, zamknięte, pod blokiem miejsce parkingowe. W bliskiej odległości pętla tramwajowa,  UAM, Ogród Botaniczny i jezioro Rusałka, piekarnia i sklepy.
Na kawalerkę składa się: przedpokój, kuchnia, łazienka i pokój wraz z wyposażeniem.
Dzielnica: Jeżyce-przy samej pętli tramwajowej.
 Dojazd do centrum praktycznie spod bloku (pętla tramwajowa –Ogrody).
 Preferujemy dłuższy okres najmu.
 Opłata: 1100 zł/miesiąc +czynsz do wspólnoty 380zł przy 2 osobach . Dodatkowe opłaty to co 2 miesiące według zużycia (prąd około 100 zł i gaz 26 zł). 
Kaucja zwrotna –wysokość 1500 zł.",590749278,592548,325,"private","yes","price",1100,"blok",20,"one",380,NA,2020-03-07 19:50:42,FALSE
"Wynajmę przytulną kawalerkę w niskim bloku, na os.Kolorowym ul.Boranta/Bratumiły Naramowice. Jasne, zadbane wnętrze, pokój z aneksem kuchennym, korytarz, przestronna łazienka. Mieszkanie umeblowane i wyposażone. Do mieszkania przynależy duża piwnica, oraz wspólnego użytku rowerownia.

Mieszkanie idealne dla osób preferujących spokój i porządek, bez dzieci i zwierząt.
Wolne od zaraz.

OPIS MIESZKANIA
Mieszkanie jest po kapitalnym remoncie, o wysokim standardzie, co jest widoczne na zdjęciach, w pełni umeblowane, wszystkie meble w mieszkaniu są nowe. W pokoju rozkładana kanapa, stolik, stół z krzesłami, komoda, fotel, pufa, w przedpokoju szafa, garderobka + 2 komody. Okna od strony południowo zachodniej i północno wschodniej.
Pokój połączony z aneksem kuchennym, łazienka i korytarz.
Ładnie zabudowana kuchnia z niezbędnym sprzętem AGD – kuchenka z piekarnikiem i płyta elektryczna 4 pola grzewcze, lodówkozamrażarka.
Bardzo ładna łazienka w płytkach z wanną i pralką.

LOKALIZACJA
Mieszkanie znajduje się w bardzo dobrej lokalizacji, dobrze rozwinięta komunikacja autobusowa (linie autobusowe 167, 146, 147, 911, 144 oraz 248-linia nocna) . Blisko znajduje się market Biedronka w okolicy również Chata Polska i Tesco, nie daleko znajduje się też fairPlayce - Park Rekreacyjno Sportowy. Położonie blisko kampusu na Morasku UAM, blisko centrum, spokojna okolica, przy bloku sklepik spożywczy, fryzjer, gabinet kosmetyczny, przychodnia lekarska, w okolicy dużo zieleni.

Możliwość podłączenia TV, oraz internetu – światłowód  już skablowany w mieszkaniu. 
Możliwość wynajęcia miejsca postojowego na parkingu tuż pod blokiem teren zamknięty brama na pilota.Dodatkowo płatne.

Czynsz najmu 1300zł, spółdzielnia: 400zł, + prąd wg zużycia, (budynek bardzo ciepły). 
Kaucja  1700zł 
Tel. 609 886 855 
Polecam",590769746,12707405,705,"private","yes","arranged",1300,"blok",32,"one",400,NA,2020-03-07 22:09:00,FALSE
