"","Description","Individual","District","RemoteId","ID","Price","Area","FlatDetails.RoomsNum","FlatDetails.Furnished","FlatDetails.Rent","FlatDetails.PriceIncludeRent","FlatDetails.Deposit","point","SellerInfo.ID","Title"
"83","Polecam do najmu przestronną kawalerkę o pow. 35m2 zlokalizowaną na Zawadach przy ul. Gnieźnieńskiej.  Blok monitorowany z wejściem przez furtkę z domofonem lub przez bramę wjazdową do hali. Do mieszkania przynależy komórka lokatorska.Do mieszkania w cenie jest miejsce w hali garażowej usytuowane w piwnicy bloku. Do hali prowadzi winda a brama otwierana jest na pilota. Pokój dzienny: szafka pod telewizor, 2 pojemne szafy, kanapa z opcją rozkładania, stolik do kanapy, stół z krzesłamiKuchnia: zmywarka, lodówko-zamrażarka, płyta ceramiczna z okapem, piekarnik i mikrofalówkaKorytarz: 2 komody i duża szafa typu komandorŁazienka: wanna, umywalka, WC, pralka Zlokalizowane jest blisko centrum Poznania, Politechniki Poznańskiej, CH Galerii Malta czy Term Maltańskich. W pobliżu sklepy spożywcze: Żabka, Małpka, Delikatesy 34, supermarkety: Lidl i Biedronka i instytucje takie jak przedszkole, szkoła, poczta, apteka czy kościół. Blisko przystanek autobusowy linii 73,85,320,321,323 znajdujący się na ul. Główna. W cenie miejsce postojowe w hali garażowej !Cena: 1500 zł + 350 zł czynsz administracjny w tym zaliczki na ogrzewanie, wodę, śmieci + dodatkowo prąd co 2msc.Wymagana kaucja zwrotna - 2000zł.Biuro pobiera prowizję.Wolne od zaraz.Kontakt:tel: 602-584-287e-mail: Biuro Nieruchomości: `Paczesny Nieruchomości`Oferta ma charakter informacyjny i nie stanowi oferty handlowej w myśl przepisów Kodeksu Cywilnego.","FALSE","462","24150403","60143596","1500","35","1","FALSE","0","FALSE","0",344,"915632","Kawalerka z garażem/ umeblowana"
"84","Do wynajęcia kawalerka o powierzchni 27 mkw przy ulicy Marcelińskiej. Mieszkanie na wysokim parterze w niskim bloku.
MIESZKANIE PO REMONCIE !
ROZKŁAD MIESZKANIA: pokój dzienny, oddzielna kuchnia, łazienka, korytarz.
STANDARD WYKOŃCZENIA: Lokal częściowo umeblowany. Kuchnia umeblowana oraz wyposażona w sprzęt AGD. W łazience prysznic oraz toaleta. Ściany gładkie w jasnej pastelowej tonacji. Na podłodze panele. Drzwi zewnętrzne antywłamaniowe. Budynek po termomodernizacji.
ATRAKCYJNA LOKALIZACJA. Do centrum 15 minut. Komunikacja: tramwaje, autobusy. W najbliższej okolicy: sklepy, punkty usługowe.
Koszty najmu: 1200 zł plus czynsz do administracji około 300 zł/mc (c.o, woda, fundusz remontowy, wywóz śmieci, administracja) plus prąd, gaz wg. licznika.
Wymagana kaucja oraz prowizja dla biura.
Pytania i prezentacje: Jakub Burzyński tel. 791 183 862 ABC NIERUCHOMOŚCI
Powyższy opis nie stanowi oferty w rozumieniu kodeksu cywilnego, a dane w nim zawarte mają charakter informacyjny i mogą ulec zmianie.","FALSE","462","29170244","60143925","1200","27","1","FALSE","300","FALSE","1200",344,"586978","GRUNWALD - Marcelińska - Ładna Kawalerka"
"85","Do wynajęcia   od 01.02.2020r.  kawalerka  32m2 z balkonem   na os. Wichrowe Wzgórze w pełni wyposażona / pralka,lodówka,narożnik ,stół ,krzesła itd. -bardzo dobra komunikacja.w pobliżu PESTKA Kaufland ,Castorama, Tesco i "" zielony ryneczek""","TRUE","462",NA,"60144107","1100","32","1","TRUE","454","FALSE","1500",344,"3888627","kawalerka Winogrady do wynajęcia"
"86","Zapraszam do zapoznania się z oferta kawalerki na poznańskich Ratajach.Mieszkanie usytuowane jest w nowym bloku przy ul. Na Miasteczku przy rondzie Rataje.Pokój z aneksem kuchennym oraz łazienka.Pokój wyposażony w nowe meble: rozkładana sofa, duża szafa, biurko.Kuchnia z lodówką oraz kuchenką elektryczną.Łazienka z kabiną prysznicową i pralką.Lokalizacja: Rataje, 5min do Starego Browaru, liczne sklepy usługowe, Stary Rynek w zasięgu ręki oraz tereny zielone (Jezioro Maltańskie).Cena najmu: 1000 zł + 400 zł czynsz do Wspólnoty Mieszkaniowej (w tym ogrzewanie) + prąd oraz woda, śmieci wg zużycia licznika ( szacunkowo 100/150 zł miesięcznie).Wolne od 1 marca.Kaucja: 1550 zł przy jednej osobie.Biuro pobiera prowizję.Kontakt: 602-584-287e-mail: Biuro Nieruchomości: `Paczesny Nieruchomości`Oferta ma charakter informacyjny i nie stanowi oferty handlowej w myśl przepisów Kodeksu Cywilnego.","FALSE","462","24170403","60144551","1000","28","1","FALSE","0","FALSE","0",344,"915632","Kawalerka/Rataje/ Nowy budynek/ Umeblowana"
"87","Atrakcyjna kawalerka na Piątkowie - wysoki parter, bardzo dobrze skomunikowana z centrum miasta; przy lesie Żurawiniec - doskonałe miejsce do wypoczynku; w pobliżu kampusu uniwersyteckiego. Posiada piwnicę","TRUE","462",NA,"60148263","1300","34","1","TRUE","360","FALSE","0",343,"3607363","Atrakcyjna kawalerka na Piątkowie"
"88","Koszt najmu: 1000 zł + 300 zł opłaty stałe (w tym już jest ogrzewanie) + opłaty zmienne wg. liczników (śmieci, prąd i woda - na 2 osoby ok. 120 zł, Internet 40 zł miesięcznie).Wymagana kaucja 1450 zł oraz prowizja dla biura.Kawalerka położona w nowej willi położona w bocznej ulicy przy ul. 28 czerwca 1956 r. Wyposażenie: aneks kuchenny z lodówką i płytą elektryczną, pokój z kanapą, szafą, stolikiem. Łazienka kabina prysznicowa i pralka. Wysoki standard wykończenia mieszkania i całego budynku. Domofon. Bardzo spokojna okolica. W pobliżu dużo sklepów. Bardzo dobry i szybki dojazd do centrum.Kontakt i prezentacja oferty: Agnieszka Trzebińskatel. 530 844 264","FALSE","462","1153970880","60149643","1000","20","1","FALSE","0","FALSE","0",342,"1095095","Nowsza Kawalerka"
"89","Wynajmę kawalerkę 20 m 2 w kamienicy na Jeżycach (ul. Poznańska 8/10, obok Rynku Jeżyckiego). Zdjęcia bez wyposażenia, ponieważ kawalerka jest w trakcie meblowania.  MIESZKANIE:
- pierwszy najem, wszystko w mieszkaniu jest nowe - umeblowane i wyposażone (lodówka, piekarnik, płyta indukcyjna, pralka) - ciche i jasne (wysokie pomieszczenia, duże nowe okna PCV)
- balkon
- na podłodze odnowiona deska sosnowa
 KOSZTY za 1 mies. dla 1 os.:
Łączny koszt za 1 mies. dla 1 os. ze wszystkimi opłatami wynosi 1850 zł: - 1450 zł najem
- 150 zł czynsz do wspólnoty (śmieci, opłaty administracyjne)
- 250 zł (ryczałt za prąd, ogrzewanie i wodę, kawalerka ma własne liczniki)

CZAS NAJMU: Mieszkanie dostępne od 10.02.2020 Umowa najmu na czas określony, minimum 12 miesięcy z możliwością przedłużenia. Oferta dla osób niepalących, bez zwierząt.  Kawalerka dla 1 os. lub pary. Oferta bezpośrednio od właściciela - brak dodatkowych opłat.  LOKALIZACJA:
Komunikacja miejska: tramwaj 2, 18, 17, autobus 164, autobusy nocne
Most Teatralny – 750 m, 10 min piechotą Rynek Jeżycki – 130 m Park Sołacki – 1 km Dworzec PKP i PKS – 1,6 km
 
KONTAKT:  512 610 230","TRUE","462",NA,"60150805","1450","20","1","TRUE","150","FALSE","2000",342,"644477","Kawalerka, pierwszy najem, Jeżyce"
"90","Mam do wynajęcia kawalerkę z osobną sypialnią oraz balkonem w Poznaniu przy ul.Wierzbięcice 4a w bloku na I piętrz z lat 90-dziesiątych.Atutem w/w mieszkania jest świetna lokalizacja tj.300 metrów od Starego Browaru i CH Avenida,oraz 100 metrów od centrum biurowego Nowy Rynek Poznański, w pobliżu mieści się także kompleks biurowców Marathon. Przedmiotowe mieszkanie jest świeżo po gruntownym remoncie i wyposażone w nowe meble wraz ze sprzętem.Mieszkanie składa się z pokoju z aneksem kuchennym ,osobnej sypialni,łazienki oraz korytarza. Kuchnia na wymiar z Ikei wraz z lodówką, płytą grzewczą, zlewem  i pochłaniaczem.W aneksie znajduje się dodatkowo narożnik z funkcją spania,stół rozkładany z krzesłami oraz duża szafa w zabudowie na wymiar typu Komandor.W sypialni mieści się łóżko małżeńskie oraz balkon.Łazienka wyposażona jest w prysznic z deszczownicą,toaletę,szafkę z umywalką,pralkę oraz duże lustro.Do powyższego mieszkania przynależna jest duża piwnica ,ponadto jest możliwość parkowania samochodem na podwórzu bloku.","TRUE","462",NA,"60150884","1500","30","2","TRUE","350","FALSE","1500",342,"5338412","wynajmę kawalerkę z sypialnią i balkonem"
"91","Do wynajęcia od zaraz bez pośredników) przestronna, jasna kawalerka mieszcząca się na IV piętrze w sześciopiętrowym bloku (winda) przy ul. Krauthofera w Poznaniu.
Do mieszkania przynależy miejsce parkingowe w hali garażowej pod budynkiem.
Świetna lokalizacja: około 100m do ul. Głogowskiej, 200m do ul. Hetmańskiej, do dworca PKP 10 min tramwajem.
Mieszkanie w pełni wyposażone, odnowione w styczniu 2020r., umeblowane, posiada duży balkon.
Dostępne od zaraz.
Cicha, spokojna okolica, dobrze skomunikowana z resztą miasta.
W pobliżu sklepy, punkty usługowe, centrum handlowe Panorama.
Koszty to 1 200 zł + czynsz i opłaty (prąd, rtv, Internet).
Wymagana kaucja w wysokości 1 500zł. 
Zapraszam do oglądania.","TRUE","462",NA,"60151720","1200","33.5","1","TRUE","310","FALSE","1500",341,"6309759","Kawalerka 33,5 m2 winda ,miejsce garażowe"
"92","Polecam do najmu mieszkanie o powierzchni około 42 m2 z balkonem w samym Centrum Poznania przy Starym Browarze.Kawalerka w budynku z windą z 2017 roku, położona na 1 piętrze w budynku 4 piętrowym.

Pokój dzienny – 20 m 2 podzielony jest na strefę wypoczynkową z TV i strefę do pracy lub nauki.
Sypialnia osobna z wyjściem na balkon
Aneks kuchenny- – w pełni wyposażony
Łazienka – 4 m2 z prysznicem oraz pralką
Balkon od strony spokojnej ulicy widok na park i zieleń.

Na parterze budynku sklep Żabka
Nieruchomość położona idealnie pod względem komunikacji:spacerem 5 minut do Starego Browaru , Stary Rynek ok 15 minut piechotąw pobliżu liczne przystanki komunikacji miejskiej tramwaje i autobusyport lotniczy ŁAWICA ok. 4 kmPKP z Galerią AVENIDA – ok.500 m
Opłaty
czynsz najmu 1800 złopłaty administracyjne ok. 320 zł + media wg zużycia (prąd, woda, ścieki, ogrzewanie)Kaucja 2200 zł
 
Kontakt Michał Leonow +48 883 121 595 Real Estate 24
 
I recommend to rent a studio apartment with an area of ​​about 30 m2 with a balcony in the center of Poznan at the Old Brewery.
Studio apartment in a building with a lift from 2017, located on the 1st floor in a 4 storey building.

Living room - 20 m2 is divided into a sitting area with TV and a zone for work or study.
Kitchen annex - fully equipped
Separate sleeping room with entrance to the balcony
Bathroom - 4 m2 with shower and washing machine
Balcony from the side of a quiet street, view of the park and greenery. 

Żabka store on the ground floor of the building
The property is ideally located in terms of communication:
walk 5 minutes to Stary Browar, Old Market about 15 minutes on foot
near many public transport stops trams and buses
ŁAWICA airport approx. 4 km
PKP with the AVENIDA Gallery - approx. 500 m
Charges
rent: 1800 PLN
administrative fees around PLN 320 + utilities according to consumption (electricity, water, sewage, heating)
Deposit PLN 2,200
 
Contact Michał Leonow +48 883 121 595 Real Estate 24
Pokaż mniej","FALSE","462",NA,"60152007","1800","42","2","TRUE","320","FALSE","2200",341,"469998","Mieszkanie Poznań Niedziałkowskiego"
"93","Kawalerka z oddzielną sypialnią. Salon z kuchnią i miejscem wydzielonym na stół i krzesła. Duża łazienka i przedpokój. Idealne miejsce dla osób pracujących w centrum miasta. ","FALSE","462",NA,"60152971","1600","36.5","2","TRUE","350","FALSE","1950",340,"1571706","Grochowe Łąki"
"94","Witam,polecam do wynajęcia przestronną i komfortową kawalerkę z balkonem i oddzielną kuchnią. Mieszkanie znajduje się na pierwszym piętrze niskiego bloku z windą, jednak położone jest tak, że balkon wydaje się być na wysokości 1go piętra. Mieszkanie składa się z umeblowanego dużego pokoju (kanapa, stół +krzesła, stolik, regały, komody, tv, dywan), oddzielnej, w pełni wyposażonej kuchni (duża lodówka, kuchenka z okapem, zmywarka), łazienki z wanną (pralka) oraz przestronnym korytarzem, w którym mieści się bardzo duża i pojemna szafa komandor. Dużym plusem jest też lokalizacja - ulica Górki, świetnie skomunikowana z resztą miasta. Mieszkanie idealne dla singla jak i pary. Kaucja - jednomiesięczny czynsz.
Miesięczny czynsz najmu 1390 zł + ok 400 zł opłat administracyjnych + prąd wg zużycia.
Mieszkanie wolne od 1 lutego 2020.Polecam.","TRUE","462",NA,"60153368","1390","35.16","1","TRUE","400","FALSE","1800",340,"7220649","Przestronna kawalerka w świetnej lokalizacji"
"95","Mieszkanie 2-pokojowe z miejscem garażowym przy Starym Browarze!Urządzona i wyposażona kawalerka w apartamentowcu z windą, ochroną i monitoringiem.Mieszkanie znajduje się w kompleksie Maraton Gardens &ndash; nowoczesnej inwestycji w jednym z najlepszych miejsc Poznania, u zbiegu ulic Kr&oacute;lowej Jadwigi i ul. Maratońskiej, naprzeciwko Starego Browaru.Lokal składa się z pokoju z aneksem kuchennym, sypialni i łazienki. Aneks wyposażony : piekarnik, mikrofal&oacute;wka, zmywarka, duża lod&oacute;wka w zabudowie. Dodatkowo : st&oacute;ł + krzesła, kanapa, ława. W sypialni szafa w zabudowie, ł&oacute;żko. W łazience kabina prysznicowa, pralkaNajważniejsze informacje :- miejsce postojowe w hali garażowej,- niski blok, osiedle nowoczesne, monitorowane, chronione,- świetna lokalizacja, centrum, przystanki tramwajowe i Stary Browar i Multikino w odległości 5 min pieszo,- mieszkanie jasne, słoneczne, bardzo ładnie wykończoneCzynsz najmu :- dla Właściciela : 2.100 zł,&nbsp;- administracyjny ( z zaliczkami na ciepłą i zimną wodę i ogrzewanie ) ok. 390 złKaucja : 2.400 złMieszkanie wolne od zaraz, zapraszam na prezentację !&nbsp;Powyższy opis ma charakter informacji i nie jest ofertą w rozumieniu przepis&oacute;w Kodeksu Cywilnego.&nbsp; ","FALSE","462","WPP-MW-54","60154955","2100","40","2","FALSE","0","FALSE","0",340,"7012890","Mieszkanie, 40 m², Poznań"
"96","BT- Bezpieczna transakcja tylko z licencjonowanym pośrednikiemPolecam do najmu kawalerkę w świetnej lokalizacji na Grunwaldzie.Lokal mieści się na drugim piętrze w nowym budynku przy ul. Grunwaldzkiej.Na powierzchnię 34 mkw składają się: pokój z aneksem kuchennym, łazienka razem z WC i przedpokój.Kuchnia wyposażona w meble i sprzęt AGD. Łazienka z wanną wyłożona płytkami.W przedpokoju szafa typu Komandor. Pokój bez mebli.Doskonały dojazd do centrum w pobliżu pełna infrastruktura.Cena 1200 zł + czynsz administracyjny ok. 400 zł.Wymagana kaucja w wysokości jednomiesięcznych kosztów najmu.Ofertę prowadzi Małgorzata Wojciechowska tel. +48 668 828 252 , nr lic. 8711Więcej ofert na ogłoszenie nie stanowi oferty w rozumieniu przepisów KC","FALSE","462",NA,"60154973","1200","34","1","TRUE","400","FALSE","1400",340,"5020004","Kawalerka Grunwald 1200 zł"
"97","Do wynajęcia kawalerka na os. Batorego (budynek Atanera). Ma ona powierzchnie 32 m2, na która składa się pokój z aneksem kuchennym i łazienka. Mieszkanie posiada balkon. Jest umeblowane tak jak widać na zdjęciach. Istnieje możliwość dokupienia rozkładanej sofy do spania. W kuchni ze sprzętów jest lodówka i 2 palnikowa płyta elektryczna, w łazience-pralka.Czynsz najmu 1250 zł + czynsz administracyjny 440 zł + prąd wg zużycia.Oferta biura nieruchomości. Pośrednik odpowiedzialny za ofertę: Monika Jąder tel: tel. +48 608 201 212 .Powyższa oferta nie stanowi oferty handlowej w rozumieniu art. 66 § 1 kodeksu cywilnego oraz innych właściwych przepisów prawnych. Informacje umieszczone w ofertach przekazywane są przez właścicieli nieruchomości i mogą ulegać zmianom. Staramy się aby wszystkie oferty były jak najbardziej aktualne i odpowiadały stanowi rzeczywistemu.","FALSE","462",NA,"60156919","1250","32","1","TRUE","440","FALSE","1690",340,"545930","Duża kawalerka w pobliżu kampusu UAM"
"98","Polecam do wynajęcia kawalerkę na skrzyżowaniu ul. Zwierzynieckiej i Gajowej. Budynek z windą. Mieszkanie z balkonem od str południowej, pokój z aneksem kuchennym.Jest umeblowane tak jak na zdjęciach. W aneksie kuchennym płyta elektryczna 2 palnikowa (brak piekarnika), w łazience pralka. Cena najmu 1100 zł + czynsz admin. 450 zł.Oferta biura nieruchomości. Pośrednik odpowiedzialny za ofertę - Monika Jader tel: +48 608201212.Powyższa oferta nie stanowi oferty handlowej w rozumieniu art. 66 § 1 kodeksu cywilnego oraz innych właściwych przepisów prawnych. Informacje umieszczone w ofertach przekazywane są przez właścicieli nieruchomości i mogą ulegać zmianom. Staramy się aby wszystkie oferty były jak najbardziej aktualne i odpowiadały stanowi rzeczywistemu.","FALSE","462",NA,"60156969","1100","32","1","TRUE","450","FALSE","1550",340,"545930","Kawalerka blisko MTP i dworca , z widokiem na ZOO"
"99","Nowoczesna kawalerka ze sprzętami z najwyższej półki i wykonana w najwyższych standardach jakościowych. Chcesz mieszkać w środku miasta?! To mieszkanie jest zdecydowanie dla Ciebie !!!
Do Starego Browaru oraz ul. Półwiejskiej dojdziesz w 15 min - nie chce Ci się robić kawy w mieszkaniu? wyskocz na kawę na Stary Rynek i napawaj się pięknem tego miejsca.
Mieszkanie urządzone w przepięknym stylu w odcieniach szarości, jasne i przestronne. Znajdziesz tam wszystko, czego potrzebujesz. Wszystkie meble nowe, kuchnia na wysoki połysk (wraz z wyposażeniem). System NEST, którym możesz sterować z dala od mieszkania swoim ogrzewaniem – konfiguracja przez telefon.
Pełne wyposażenie (pralka, komandor, sztućce, talerze, szklanki, żelazko, deska do prasowania, lodówka. dosłownie wszystko co jest to życia potrzebne!)
Słoneczne mieszkanie idealne dla osoby pracującej. W przedpokoju duża szafa, która pomieści wszystkie najpotrzebniejsze rzeczy.
Pracujesz w centrum miasta lub okolicach? Jest to idealnie miejsce pod względem komunikacji miejskiej - już w 4 minuty na przystanek Kosińskiego (linie 2, 9, 10, 12*, 243 ).Całość opłat : 1590 zł plus opłaty : czynsz do administracji – 260 zł(woda, wywóz śmieci) oraz prąd według zużycia.Kaucja zwrotna: 2000zł
WOLNE OD 1 lutego !","FALSE","462",NA,"60156989","1590","27","1","TRUE","260","FALSE","2000",340,"805977","Kawalerka, Poznań, Centrum - Nowa Kamienica"
"100","Koszt najmu: 900 zł + 200 zł czynsz. OGRZEWANIE JUŻ W CENIE. Dodatkowo opłata za prąd i wodę wg. podliczników, śmieci 30 zł/os.Wymagana kaucja oraz prowizja dla biura.Posiadam do wynajęcia kawalerkę położoną na Grunwaldzie w rejonie Jarochowskiego/Palacza - bardzo dobra lokalizacja. Kawalerka umeblowana (łóżko, szafa, stół z krzesłami), aneks kuchenny - meble i mała lodówka, natomiast w łazience kabina prysznicowa oraz pralka.OFERTA skierowana jest dla osób pracujących, niepalących - bez dzieci, zwierząt.Kontakt i prezentacja oferty: Agnieszka Trzebińskatel. 530 844 264","FALSE","462","1154190880","60157296","900","17","1","FALSE","0","FALSE","0",339,"1095095","Nowsza Kawalerka"
"101","Koszt najmu: 1000 zł + 250 zł opłaty stałe (w tym już jest ogrzewanie) + opłaty zmienne wg. liczników (śmieci, prąd i woda - na 2 osoby ok. 140 zł, plus Internet).Wymagana kaucja oraz prowizja dla biura.Śliczna nowsza kawalerka położona przy ul. Na Miasteczku.Wyposażenie: aneks kuchenny z lodówką, pokój z kanapą, szafą, stolikiem. Łazienka kabina prysznicowa i pralka. Wysoki standard wykończenia mieszkania i całego budynku. Domofon. Bardzo spokojna okolica. Szybki dojazd do centrum. Tereny zielone oraz jezioro Maltańskie do rekreacji. Liczne punkty handlowo-usługowe CH Malta, Posnania, Politechnika Poznańska.Kontakt i prezentacja oferty: Agnieszka Trzebińskatel. 530 844 264","FALSE","462","1154180880","60157305","1000","20","1","FALSE","0","FALSE","0",339,"1095095","Super Kawalerka"
"102","REZERWACJA OFERTY DO 03.02.2020 R.Mieszkanie wolne od 01.03.2020 r.Zadbana kawalerka usytuowana na parterze w niskim bloku tuż przy ulicy Strzeszyńskiej.Powierzchnia 32 m2.Składa się z:- przestronnego pokoju z aneksem kuchennym- łazienki- korytarzaZ pokoju wyjście na ogródek.Mieszkanie umeblowane i wyposażone m.in:- w kuchni meble wraz ze sprzętem AGD (lodówka, płyta ceramiczna, zlewozmywak)- kanapa- pralka- w korytarzu duża szafa w zabudowieParking przed budynkiem.Do podanej kwoty należy doliczyć czynsz administracyjny z zaliczkami ok. 280 zł.Wymagana kaucja.Dogodna lokalizacja. W pobliżu pełna infrastruktura handlowo-usługowa.Do przystanku autobusowego 2 min.Przedstawione dane mają charakter informacyjny i nie stanowią oferty w rozumieniu przepisów K.C.","FALSE","462","mw604-1","60157434","1150","32","1","FALSE","0","FALSE","0",339,"1032545","Kawalerka na wynajem"
"103","Do wynajęcia zwierzolubna kawalerka - ul. Lodowa 1. Bez prowizji!!Dostępna od zaraz.Czynsz najmu wynosi 1380 zł.Opłaty (za prąd, ciepłą i zimną wodę, ogrzewanie i odbiór odpadów) za jedną osobę wynoszą 280 zł, a za dwie osoby 330 zł.Kaucja zwrotna wynosi 2000 zł.Kawalerka składa się z pokoju z aneksem kuchennym, łazienki oraz małej sypialni. Jest umeblowana i wyposażona w podstawowe sprzęty AGD.Kamienica położona jest przy samym Rynku Łazarskim. W pobliżu znajdują się takie sklepy jak: Społem,  Żabka i Biedronka.  Dogodny dojazd komunikacją miejską - do  przystanku tramwajowego Rynek Łazarski ok 100 metrów pieszo. Zainteresowane osoby zapraszam do kontaktu.","TRUE","462",NA,"60157459","1380","27","2","TRUE","280","FALSE","2000",339,"7049769","kawalerka świeżo po remoncie - Łazarz"
"104","Polecam do wynajmu nowoczesną kawalerkę, po generalnym remoncie, położoną na pierwszym piętrze w ładnym i odnowionym bloku na Jeżycach - ul. Sienkiewicza. Bezpośrednio obok nowych osiedli, klimatycznych restauracji i kawiarni. 

Mieszkanie znajduje się na terenie najładniejszej dzielnicy Poznania, w bezpośrednim sąsiedztwie Hotelu Mercure (100 metrów) oraz Uniwersytetu im. Adama Mickiewicza (300 metrów). Blisko znajdują się liczne restauracje i najlepsze połączenie tramwajowe i autobusowe w Poznaniu (Rondo Kaponiera - 150 metrów). Wokół dużo zieleni, cisza i spokój.

Lokalizacja mieszkania stanowi jego ogromną zaletę - samo centrum Poznania, pomimo to spokojna okolica.

Bardzo niskie dodatkowe koszty mieszkania: opłaty do spółdzielni to tylko 195 zł (w nim ogrzewanie oraz woda i śmieci), dodatkowo płatne jedynie rachunek za prąd (co 2 miesiące) oraz gaz do podgrzewania wody (wg zużycia).
Układ mieszkania:Metraż mieszkania: 19 mkwMieszkanie składa się z: pokoju, osobnej kuchni, łazienki połączonej z toaletą oraz korytarza z duża szafą komandor.

Okna wychodzą na piękny widok - kamienice przy ul. Sienkiewicza i Mickiewicza.

Wyposażenie:Mieszkanie jest po generalnym remoncie przeprowadzonym w sierpniu 2019 r.Mieszkanie w pełni umeblowane nowymi meblami (rozkładana kanapa, biurko, krzesło, lampy, komoda, dywan, stoliczek.Kuchnia w nowej zabudowie w zabudowie z nowym sprzętem AGD: lodówka, płyta elektryczna oraz pralka (wszystkie sprzęty zabudowane).
  Łazienka w nowych płytkach z nowym prysznicem.Okna w pomieszczeniu plastikowe.
Na podłodze w mieszkaniu płytki oraz parkiet dębowy.

Czynsz najmu: 1400 zł / miesiąc
Opłaty do spółdzielni: 195 zł / miesiąc
Kaucja: 1400 zł (do zwrotu po zakończeniu najmu)

Wynajmujesz od osoby prywatnej, nie płacisz pośrednikom.

Serdecznie polecam!

Tel. 502 559 730","TRUE","462",NA,"60157461","1400","19","1","TRUE","0","FALSE","0",339,"1529721","Kawalerka Jeżyce ok. hotel Mercure po remoncie"
"105","Mam do wynajęcia wyposażoną kawalerkę. Usytuowana na drugim piętrze w bloku na Traugutta. Posiada balkon. Lokalizacja, pozwalająca w 5minut dotrzeć do centrum Poznania. W okolicy Lidl, Rynek Wildecki i modne knajpki. Czynsz 1200zł+ opłaty 260zł+ prąd i gaz wg zużycia. Kaucja w wysokości miesięcznego czynszu. Ogrzewanie miejskie. Zapraszam do obejrzenia po wcześniejszym umówieniu się.","FALSE","462",NA,"60157893","1200","28","1","TRUE","270","FALSE","0",339,"4745640","Kawalerka- 5 minut do centrum"
"106","Do wynajęcia kawalerka 28 m2, składająca się z pokoju, kuchni, łazienki. Mieszkanie znajduje się na 4 piętrze, jest jasne i słoneczne. Mieszkanie jest czyste i zadbane. Świetna lokalizacja, z pełną infrastrukturą, w pobliżu sklepy osiedlowe, supermarket, apteka. Nieopodal tereny zielone oraz park. Możliwość parkowania przy budynku.Na wyposażeniu mieszkania znajduje się w pełni wyposażona kuchnia (piec gazowy koszt miesięczny ok 25-30zł) piekarnik. Łazienka z oknem wraz z pralką. W pokoju znajduje się duża szafa typu PAX(ikea), stolik RTV, 2xstolik,półki, rozkładana kanapa. Ogrzewanie z cieplika miejskiego.Opłata 1350zł wynajem plus czynsz 330zł plus prąd i gaz wg. zużycia.Mieszkanie wolne od 1 lutego. Kontakt telefoniczny.","TRUE","462",NA,"60158343","1350","28","1","TRUE","330","FALSE","1700",339,"3462388","Kawalerka w dogodnym miejscu przy ul.Marcelińskiej"
"107","Do wynajęcia kawalerka w Poznaniu, na ulicy Na Miasteczku(blok Tarasy Warty).Mieszkanie znajduje się na siódmym piętrze. Blok jest strzeżony, na dolei przy wejściu do mieszkania znajdują się drzwi na kartę magnetyczną.Istnieje możliwość wynajęcia miejsca parkingowego na parkingu pod budynkiem.Bardzo dogodna lokalizacja, tuż przy rondzie Rataje. W pobliżu:tramwaje, autobusy (dworzec autobusowy Rataje), w pobliżu park nadWartą, 10 minut spaceru nad Maltę, CH Posnania .Mieszkanie jasne, zimą ciepłe. Duże okna z roletami rzymskimi.Mieszkanie o powierzchni 35 m2, składa się z korytarza, łazienki zprysznicem i dużego pokoju z aneksem kuchennym. W przedpokoju duża szafa.W pokoju: dwie duże szafy na ubrania, duże i wygodne składane łóżko,biurko, rozkładany stół, cztery krzesła.Całe mieszkanie stylowo urządzone w wysokim standardzie.W mieszkaniu  pralka, piekarnik, płyta indukcyjna,lodówka , tv.czynsz 1450 zł miesięcznie plus opłaty ( 1 osoba około 280 zł , 2 osoby około 350/woda/ciepło/administracja  ) plus
prąd , internet we własnym zakresie","TRUE","462",NA,"60161248","1450","35","1","TRUE","280","FALSE","1450",339,"1643424","Wynajmę kawalerkę Na Miasteczku Rondo Rataje 1-2os"
"108","Do wynajęcia wyremontowana, przestronna, dobrze nasłoneczniona kawalerka położona na Wildzie. Składa się z pokoju połączonego z kuchnią oraz łazienki. W mieszkaniu szafa typu komandor, zabudowa kuchenna, parkiet, pralka. Pokój nieumeblowany. Okna wychodzą na stronę zachodnią. Mieszkanie posiada balkon oraz miejsce postojowe na dziedzińcu. ","TRUE","462",NA,"60161585","1300","32","1","FALSE","180","FALSE","1300",339,"587976","Zadbana, nasłoneczniona kawalerka na Wildzie"
